Word1,Word2,Similarity Score,Ground Truth,Label_similar,label_correct,0
मोहब्बत,सेक्स,2.9999702944499824,6.8,0.0,1.0,
बाघ,बिल्ली,4.81539801051774,7.0,0.0,1.0,
किताब,कागज़,4.384067690909143,7.6,0.0,1.0,
कंप्यूटर,कीबोर्ड,4.641639836443615,7.6,0.0,1.0,
कंप्यूटर,इंटरनेट,6.436340982076684,8.0,0.0,0.0,
विमान,कार,4.899133700700459,6.0,0.0,1.0,
रेलगाड़ी,कार,4.645753230731825,6.2,0.0,1.0,
टेलीफोन,संचार,4.83009343721848,7.6,0.0,1.0,
टेलीविजन,रेडियो,5.92360688893916,6.4,0.0,1.0,
मीडिया,रेडियो,4.380676517139265,5.8,0.0,1.0,
ब्रेड,मक्खन,5.508016269108422,6.6,0.0,1.0,
खीरा,आलू,4.719110891035257,5.8,0.0,1.0,
चिकित्सक,नर्स,5.887245149445663,7.6,0.0,1.0,
प्रोफ़ेसर,चिकित्सक,3.1376920962076267,4.6,0.0,1.0,
छात्र,प्रोफ़ेसर,3.8479779821921523,7.0,0.0,1.0,
होशियार,छात्र,3.264945458644223,5.2,0.0,1.0,
होशियार,बेवकूफ,4.560555591585972,6.2,0.0,1.0,
किताब,पुस्तकालय,3.7817529167651696,7.6,0.0,1.0,
बैंक,पैसे,4.69546307051113,8.0,0.0,0.0,
लकड़ी,जंगल,5.076114383888824,7.0,0.0,1.0,
प्रोफ़ेसर,खीरा,-0.04774850577375812,0.0,0.0,1.0,
राजा,रानी,5.882870200158095,8.2,0.0,0.0,
बिशप,रबी,0.3297238549065725,7.0,0.0,1.0,
यरूशलेम,इजराइल,3.128303161379974,7.8,0.0,1.0,
पवित्र,सेक्स,2.283295607382734,1.0,0.0,1.0,
माराडोना,फ़ुटबॉल,3.5863439360224696,7.8,0.0,1.0,
फ़ुटबॉल,सॉकर,5.968299557865915,9.0,0.0,0.0,
फ़ुटबॉल,बास्केटबाल,3.467168033557353,6.4,0.0,1.0,
फ़ुटबॉल,टेनिस,3.695318817860338,5.8,0.0,1.0,
टेनिस,रैकेट,3.214994553413847,7.4,0.0,1.0,
कानून,वकील,4.67014221804619,7.8,0.0,1.0,
चलचित्र,पॉपकॉर्न,2.1547416314711025,6.6,0.0,1.0,
चलचित्र,आलोचक,1.271899666819315,6.6,0.0,1.0,
चलचित्र,थिएटर,2.790025088996621,8.4,0.0,0.0,
पीना,कार,2.0644508348928983,1.4,0.0,1.0,
पीना,कान,2.553582833447428,0.4,0.0,1.0,
पीना,मुंह,3.4404732235791373,7.0,0.0,1.0,
बच्चा,मां,5.525561756585892,7.2,0.0,1.0,
पीना,मां,3.1180257178603736,1.8,0.0,1.0,
मणि,गहना,2.449287282829226,6.8,0.0,1.0,
भट्ठी,स्टोव,3.506378577796472,8.4,0.0,0.0,
भोजन,फल,5.29228606500209,6.6,0.0,1.0,
पक्षी,सारस,5.7318860263466975,7.4,0.0,1.0,
भाई,साधु,3.4075812938637506,1.4,0.0,1.0,
यात्रा,कार,4.2324546884213685,6.2,0.0,1.0,
साधु,गुलाम,1.8209757215110791,0.2,0.0,1.0,
कांच,जादूगर,2.7083090411149207,2.0,0.0,1.0,
पैसे,मुद्रा,4.5047930427209995,8.6,0.0,0.0,
पैसे,धन,6.237010120043649,9.2,0.0,0.0,
पैसे,संपत्ति,4.652087019337895,8.4,0.0,0.0,
पैसे,बैंक,4.69546307051113,8.2,0.0,0.0,
पैसे,जमा,5.590735248747412,6.6,0.0,1.0,
पैसे,ऑपरेशन,2.7788219013450948,2.6,0.0,1.0,
बाघ,जैगुआर,1.9321961025353214,8.0,0.0,0.0,
बाघ,जानवर,6.123021610200505,7.6,0.0,1.0,
बाघ,चिड़ियाघर,4.364482424060957,6.8,0.0,1.0,
मनोविज्ञान,चिंता,2.796342432194927,6.2,0.0,1.0,
मनोविज्ञान,डर,2.1544969624900476,5.2,0.0,1.0,
मनोविज्ञान,डिप्रेशन,2.2197773453947414,7.0,0.0,1.0,
मनोविज्ञान,क्लिनिक,2.739537811251113,6.4,0.0,1.0,
मनोविज्ञान,चिकित्सक,3.899651408151456,7.0,0.0,1.0,
मनोविज्ञान,मन,3.1206241234520284,7.4,0.0,1.0,
मनोविज्ञान,स्वास्थ्य,4.240718549077847,6.2,0.0,1.0,
मनोविज्ञान,विज्ञान,6.421194456313012,7.0,0.0,1.0,
मनोविज्ञान,अनुशासन,3.197165965083907,4.2,0.0,1.0,
,,,,,,Accuracy  = 
,,,,,,83.07692307692308
